發生時間,發生地點,死亡人數,車種
108年06月29日 23時00分00秒,彰化縣彰化市三村里彰興路2段67號前0.0公尺前,1,大型重型2(250-550C.C.)-機車
108年06月30日 09時44分25秒,新竹市東區千甲路418號,1,自用-小客車;普通重型-機車
108年06月30日 10時41分41秒,桃園市八德區瑞泰里介壽路2段附近 / 桃園市八德區巧克力街附近,1,自用-小客車;普通重型-機車;乘客-人
108年06月30日 14時53分00秒,新北市八里區龍米路2段 / 新北市八里區龍米路2段,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年06月30日 17時20分00秒,新北市汐止區汐萬路3段前0.0公尺,1,普通重型-機車;乘客-人
108年06月30日 18時26分00秒,臺南市新市區大洲里大洲外環道前0.0公尺,1,普通重型-機車
108年06月30日 20時05分00秒,屏東縣長治鄉長興路427-1號前,1,普通輕型-機車;普通重型-機車
108年07月01日 16時38分00秒,嘉義縣朴子市佳禾里台82線11.6公里西向車道,1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人
108年07月01日 16時56分00秒,新北市汐止區汐萬路3段前0.0公尺,1,普通重型-機車;遊覽車-大客車
108年07月01日 22時50分15秒,新北市泰山區國道1號 33公里北側向輔助,1,自用-大貨車;自用-小客車;自用-小客車
108年07月02日 00時00分00秒,彰化縣鹿港鎮溝墘里鹿和路3段 / 彰化縣鹿港鎮溝墘里棋盤巷,1,普通重型-機車;自用-小客車
108年07月02日 04時35分55秒,苗栗縣竹南鎮福誼企業股份有限公司(苗栗縣造橋鄉渡船頭22-1)附近,1,普通重型-機車
108年07月02日 05時50分00秒,臺東縣臺東市志航路1段292號,1,普通重型-機車
108年07月02日 08時21分00秒,澎湖縣馬公市縣204線 4公里600.0公尺處南側向外側,1,普通重型-機車
108年07月03日 08時00分43秒,臺南市下營區新興里中山路1段476巷207號前0.0公尺口,1,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人
108年07月03日 17時00分17秒,雲林縣大埤鄉興安村興安村009路燈前,1,普通重型-機車;自用-小客車
108年07月03日 18時18分00秒,彰化縣和美鎮塗厝里欣北路 / 彰化縣和美鎮塗厝里和頭路,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年07月04日 04時15分00秒,屏東縣里港鄉里港大橋(台三線416.4公里處),1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
108年07月04日 09時43分00秒,桃園市新屋區中山路555號前0.0公尺東側,1,自用-小客車
108年07月04日 22時15分00秒,高雄市鼓山區中華一路 / 高雄市鼓山區環河街,1,自用-小客車;普通重型-機車
108年07月05日 09時49分00秒,苗栗縣銅鑼鄉中平村中興路口 / 苗栗縣銅鑼鄉中平村孝興街口,1,營業用-小貨車(含客、貨兩用);普通重型-機車
108年07月05日 17時51分00秒,臺南市南化區台20線 46公里700.0公尺處附近向外側,2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
108年07月05日 20時56分56秒,南投縣埔里鎮台21線52.9公里,1,大型重型1(550C.C.以上)-機車
108年07月06日 02時18分00秒,臺中市沙鹿區斗抵里沙田路19-3號前0.0公尺,1,普通重型-機車
108年07月06日 03時22分00秒,臺南市北區小東路147巷口,1,行人-人;自用-小貨車(含客、貨兩用)
108年07月06日 06時06分08秒,臺北市大同區國道1號 25公里200.0公尺處南側向交流道,1,自用-小客車;自用-小客車
108年07月06日 09時46分00秒,雲林縣林內鄉141線與雲66線路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年07月06日 12時08分00秒,高雄市大寮區光華路 / 高雄市大寮區華中路,1,營業用-半聯結車;普通重型-機車
108年07月06日 13時50分00秒,彰化縣彰化市富貴里中華路前0.0公尺,1,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人;乘客-人
108年07月06日 17時58分00秒,臺北市大安區國父紀念館1號出口,1,自用-小貨車(含客、貨兩用);行人-人;行人-人
108年07月07日 02時53分00秒,彰化縣二水鄉十五村員集路5段541號前0.0公尺前,1,自用-小客車
108年07月07日 19時17分00秒,臺北市大同區延平北路3段 / 臺北市大同區民族西路,1,普通重型-機車;行人-人;計程車-小客車
108年07月08日 06時39分59秒,臺南市新市區南科南路口 / 臺南市新市區南科二路口,1,普通重型-機車;自用-小客車
108年07月08日 07時28分16秒,宜蘭縣蘇澳鎮蘇濱路566號前0.0公尺南側,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年07月08日 11時00分00秒,雲林縣北港鎮府番里府番路新府電線桿81號旁水溝內,1,普通重型-機車
108年07月08日 14時20分22秒,桃園市中壢區廈門街東側 / 桃園市中壢區合浦街東側,1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
108年07月08日 14時43分00秒,新竹市北區經國路二段磐石路,1,普通重型-機車;自用-小客車
108年07月08日 15時43分00秒,屏東縣九如鄉向陽路(TS10.51397號電桿),1,自用-小客車
108年07月08日 19時23分00秒,臺北市士林區中正路前0.0公尺,1,普通重型-機車;普通重型-機車;普通重型-機車;民營客運-大客車
108年07月08日 19時39分00秒,新北市新莊區新北大道 / 新北市新莊區新知六路,1,自用-大貨車;腳踏自行車-慢車
108年07月09日 05時32分00秒,花蓮縣花蓮市中央路四段與十六股大道口,1,普通重型-機車;自用-小客車;乘客-人
108年07月09日 07時31分00秒,新北市樹林區大安路 / 新北市樹林區八德街,1,普通重型-機車;普通重型-機車;自用-小客車
108年07月09日 08時36分35秒,屏東縣恆春鎮龍水里檳榔路2號前0.0公尺,1,普通重型-機車;大型重型2(250-550C.C.)-機車
108年07月09日 13時13分00秒,高雄市三民區澄觀陸橋東向西號前0.0公尺,1,普通重型-機車
108年07月10日 07時09分00秒,新北市貢寮區臺2線道路前0.0公尺,1,營業用-曳引車;自用-曳引車
108年07月10日 07時39分00秒,彰化縣溪湖鎮大竹里彰水路2段807號前0.0公尺前,1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
108年07月10日 18時12分00秒,宜蘭縣宜蘭市民族路口 / 宜蘭縣宜蘭市農權路3段,1,普通重型-機車;普通重型-機車;自用-小客車
108年07月10日 19時24分45秒,臺南市柳營區光福里柳營路2段220號東側,1,自用-小客車;普通重型-機車
108年07月10日 19時55分18秒,南投縣草屯鎮加老里芬草路三段98號前,1,行人-人;營業用-大貨車
108年07月11日 01時27分00秒,高雄市小港區中安路 / 高雄市小港區高鳳路,1,普通重型-機車
108年07月11日 12時22分21秒,臺南市北區臨安路2段12號,1,行人-人;自用-小客車
108年07月11日 15時02分00秒,雲林縣水林鄉水北村顏厝寮79號旁,1,普通重型-機車
108年07月12日 00時43分16秒,高雄市燕巢區國道10號 14公里500.0公尺處東側向內側,1,普通重型-機車;自用-小客車;自用-小客車
108年07月12日 02時12分46秒,桃園市八德區廣福路口 / 桃園市八德區廣福路口,1,普通重型-機車;營業用-大貨車
108年07月12日 06時21分22秒,南投縣草屯鎮北勢里玉屏路55之15號,1,腳踏自行車-慢車
108年07月12日 12時35分00秒,桃園市大園區臺61線平面道路北上與桃25線路口,1,營業用-大貨車;普通重型-機車
108年07月13日 02時40分00秒,嘉義市西區育英里民生南路 / 嘉義市西區育英里永安街,1,自用-小客車;腳踏自行車-慢車
108年07月13日 05時50分00秒,屏東縣枋山鄉台1線 457公里900.0公尺處南側向路肩,1,普通重型-機車;乘客-人
108年07月13日 13時22分51秒,臺北市南港區國道3號 16公里800.0公尺處北側向外側,1,自用-半聯結車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年07月13日 15時40分42秒,苗栗縣西湖鄉二湖村台一線與苗33線路口,1,農耕用車(或機械)-其他車;普通重型-機車
108年07月14日 01時50分53秒,臺南市仁德區上崙里中正路1段口 / 臺南市仁德區上崙里保安路2段,1,普通重型-機車;自用-小客車
108年07月14日 04時39分00秒,臺南市北區開元路北側 / 臺南市北區前鋒路,1,普通重型-機車;普通重型-機車;遊覽車-大客車
108年07月14日 05時05分00秒,臺中市南區福平里建國北路前0.0公尺,1,營業用-大貨車;行人-人
108年07月14日 06時44分00秒,臺北市大同區環河北路2段 / 臺北市大同區敦煌路,1,計程車-小客車;普通重型-機車
108年07月14日 09時15分42秒,屏東縣東港鎮下部里堤防路段下部幹43,1,普通重型-機車
108年07月14日 17時50分00秒,彰化縣二林鎮梅芳里太平路51-5號前0.0公尺,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
108年07月14日 18時17分00秒,南投縣名間鄉南田路 近電桿赤水幹158,1,普通重型-機車;自用-小客車;普通重型-機車;乘客-人;乘客-人
108年07月15日 08時30分00秒,高雄市楠梓區高楠公路018201燈號前0.0公尺,1,自用-大貨車;普通重型-機車
108年07月15日 10時04分00秒,彰化縣芳苑鄉福榮村新上路159弄前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年07月15日 11時30分00秒,連江縣東引鄉義堡營區下方路段,1,普通重型-機車;乘客-人
108年07月15日 12時59分00秒,桃園市大園區國際路1段口 / 桃園市大園區圳頭路口,1,自用-小客車;行人-人
108年07月15日 17時40分00秒,雲林縣虎尾鎮惠來里惠來國小後方產業道路,1,普通重型-機車
108年07月16日 04時46分00秒,彰化縣彰化市新興里金馬路2段 / 彰化縣彰化市新興里彰新路1段,1,普通重型-機車;租賃車-小客車
108年07月16日 11時42分00秒,臺南市玉井區玉田里中山路口 / 臺南市玉井區玉田里省道臺84線平面道路口,1,自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
108年07月16日 11時46分00秒,新北市土城區臺65線道路前0.0公尺,1,大型重型2(250-550C.C.)-機車
108年07月16日 12時27分51秒,桃園市中壢區培英路30號號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年07月16日 14時25分00秒,高雄市甲仙區文化路0號前0.0公尺,1,自用-大貨車
108年07月16日 18時50分20秒,南投縣草屯鎮御史里中正路1219號前0.0公尺,1,行人-人;自用-小客車
108年07月17日 04時18分17秒,苗栗縣西湖鄉湖東村8鄰埔頂9之51號前東村8鄰埔頂9之51號前,1,自用-小客車;行人-人
108年07月17日 08時09分00秒,臺中市潭子區東寶里昌平路三段170號前0.0公尺,1,營業用-全聯結車;普通重型-機車;自用-小貨車(含客、貨兩用)
108年07月17日 09時06分00秒,桃園市龍潭區中豐路90號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年07月17日 15時59分00秒,嘉義縣中埔鄉中崙村產業道路20015號路燈處,1,自用-小貨車(含客、貨兩用)
108年07月18日 13時36分52秒,臺南市安定區蘇林里蘇厝25之1號前0.0公尺,1,普通重型-機車
108年07月18日 16時42分00秒,雲林縣土庫鎮崙內里馬國82電桿前,1,普通重型-機車
108年07月19日 04時18分00秒,苗栗縣頭屋鄉頭屋村尖豐路141-1號前,1,普通重型-機車;行人-人;普通重型-機車
108年07月19日 06時15分00秒,臺北市文山區秀明路2段31號前0.0公尺,1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車
108年07月19日 07時36分00秒,新北市三峽區中正路3段252號前0.0公尺,1,自用-小客車;普通重型-機車
108年07月19日 10時11分37秒,桃園市觀音區草漯里大觀路2段128號前0.0公尺南側,1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用)
108年07月19日 10時13分00秒,高雄市鳳山區中山東路86-6號前0.0公尺前,1,普通重型-機車;自用-小客車;自用-大貨車
108年07月19日 20時00分00秒,新竹縣橫山鄉中豐路一段與橫山街二段69巷巷口,1,普通重型-機車
108年07月20日 05時57分00秒,臺北市大安區基隆路2段 / 臺北市大安區敦化南路2段,1,租賃車-小客車;普通重型-機車
108年07月20日 06時06分20秒,臺南市歸仁區大廟里省道臺39線口 / 臺南市歸仁區保大路3段口,1,普通重型-機車;營業用-半聯結車
108年07月20日 09時39分00秒,彰化縣福興鄉番社村番社街 / 彰化縣福興鄉番社村番社街,1,普通重型-機車;自用-小客車
108年07月20日 14時04分00秒,屏東縣萬丹鄉寶厝村西環路口 / 屏東縣萬丹鄉寶厝村福德街口,1,普通重型-機車;自用-小客車
108年07月20日 19時01分00秒,嘉義縣太保市麻寮里三合路300號前與雙合街口,1,普通重型-機車;自用-小客車
108年07月20日 23時05分44秒,雲林縣大埤鄉嘉興村嘉興東路200號,1,自用-小客車
108年07月21日 04時52分10秒,桃園市中壢區延平路口 / 桃園市中壢區中美路口,1,行人-人;自用-小客車
108年07月21日 06時38分00秒,新北市蘆洲區三民路 / 新北市蘆洲區長榮路,1,民營公車-大客車;自用-小客車
108年07月21日 14時01分00秒,臺中市霧峰區六股里中投西路一段前0.0公尺,1,自用-大貨車;普通重型-機車
108年07月21日 16時53分00秒,新北市八里區中華路2段前0.0公尺,1,普通重型-機車;乘客-人
108年07月22日 09時25分00秒,新竹縣竹北市新泰路42-1號,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年07月22日 14時40分39秒,桃園市龜山區振興路58巷對面,1,營業用-全聯結車;普通重型-機車
108年07月22日 20時54分00秒,彰化縣和美鎮嘉寶里彰新路4段636號前0.0公尺前,1,普通重型-機車;自用-大貨車
108年07月23日 17時01分00秒,高雄市美濃區復興街1段 / 高雄市美濃區和平街,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
108年07月24日 04時19分00秒,彰化縣和美鎮地潭里美港公路1段 / 彰化縣和美鎮地潭里晉北路,1,自用-小客車;腳踏自行車-慢車
108年07月24日 05時56分00秒,宜蘭縣宜蘭市東港路2段口 / 宜蘭縣宜蘭市黎明三路1段口,1,普通重型-機車;普通重型-機車
108年07月24日 06時46分00秒,臺中市北屯區松強里松竹路二段前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車
108年07月24日 11時43分00秒,臺南市安南區北安路2段南側 / 臺南市安南區北安路2段西側,1,自用-小客車;普通重型-機車
108年07月24日 15時40分00秒,彰化縣伸港鄉大同村長春路 / 彰化縣伸港鄉大同村中興五街,1,普通重型-機車;自用-小客車
108年07月24日 17時17分00秒,彰化縣大城鄉豐美村平和路 / 彰化縣大城鄉豐美村人和巷,1,普通重型-機車;普通重型-機車
108年07月24日 21時00分55秒,嘉義縣民雄鄉國道1號 257公里800.0公尺處北側向中線,1,其他人-人;自用-小客車;自用-小客車;自用-小客車
108年07月25日 06時03分00秒,臺北市士林區延平北路6段183號前0.0公尺,1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
108年07月25日 14時03分00秒,新竹市香山區西濱公路外側車道北上81.5公里處旁,1,普通重型-機車
108年07月25日 19時58分00秒,桃園市平鎮區振興西路口 / 桃園市平鎮區環河路口,1,行人-人;自用-小貨車(含客、貨兩用)
108年07月25日 20時49分00秒,高雄市鳳山區瑞昌街 / 高雄市鳳山區中山東路,1,普通重型-機車;自用-小客車;自用-小客車
108年07月26日 01時38分20秒,臺南市仁德區中洲里中洲76-75號前,1,自用-小客車;乘客-人
108年07月26日 06時17分44秒,桃園市八德區大圳路(介壽路一段600號後門),1,普通重型-機車;行人-人
108年07月27日 01時45分07秒,臺南市後壁區長短樹里魚寮42號前附近,1,普通重型-機車
108年07月27日 05時55分08秒,苗栗縣造橋鄉豐湖村造豐路456號前,1,普通重型-機車;自用-曳引車
108年07月27日 07時23分00秒,臺北市松山區光復北路 / 臺北市松山區民生東路5段,1,計程車-小客車;計程車-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年07月27日 10時30分15秒,南投縣埔里鎮中華路自強路口,1,普通重型-機車;民營公車-大客車
108年07月27日 14時03分00秒,彰化縣鹿港鎮東崎里彰鹿路5段75號前0.0公尺前,1,自用-小客車
108年07月27日 16時43分00秒,屏東縣新園鄉興中路2之160號往南約40公尺處,1,普通重型-機車
108年07月27日 22時10分00秒,新北市三重區成功路上橋匝道,1,大型重型2(250-550C.C.)-機車
108年07月27日 23時22分00秒,高雄市岡山區岡山北路120號前0.0公尺,1,電動輔助自行車-慢車
108年07月28日 05時09分00秒,南投縣名間鄉皮仔寮巷11之2號,1,普通重型-機車
108年07月28日 09時09分00秒,臺中市潭子區福仁里旱溪西路前0.0公尺,1,普通重型-機車
108年07月28日 11時39分00秒,彰化縣田中鎮三光里高鐵二路3段 / 彰化縣田中鎮三光里三民路,1,普通重型-機車;民營客運-大客車
108年07月28日 14時38分00秒,臺北市中山區民族東路518號前0.0公尺,1,大型重型2(250-550C.C.)-機車;自用-小客車
108年07月29日 07時50分00秒,彰化縣埔鹽鄉西湖村大新路2弄84-7號前0.0公尺,1,普通重型-機車;自用-小客車
108年07月29日 11時25分00秒,嘉義縣梅山鄉梅北村中山路670號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年07月29日 11時42分00秒,彰化縣竹塘鄉新廣村光明路前0.0公尺,1,普通重型-機車
108年07月30日 06時49分00秒,高雄市三民區自由一路以南快車道號前0.0公尺,1,行人-人;自用-小客車
108年07月30日 08時47分20秒,雲林縣斗南鎮信義路南側 / 雲林縣斗南鎮連芳路口西側,1,自用-大貨車;腳踏自行車-慢車
108年07月30日 09時25分00秒,臺中市太平區中興里新平路一段19巷11號前0.0公尺,1,自用-小客車;行人-人
108年07月30日 12時22分00秒,臺中市東區東勢里進化路221巷前0.0公尺,1,普通重型-機車;自用-小客車
108年07月30日 16時11分00秒,苗栗縣銅鑼鄉128線、台72線口,1,普通重型-機車;自用-小客車;乘客-人
108年07月30日 16時26分00秒,彰化縣鹿港鎮頂番里彰頂路146號前0.0公尺前,1,自用-小客車;普通重型-機車;自用-小客車
108年07月30日 18時55分00秒,雲林縣土庫鎮大荖里大荖62東15電桿旁路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年07月31日 08時15分00秒,新北市板橋區縣民大道 / 新北市板橋區華興街,1,自用-大貨車;普通重型-機車
108年07月31日 11時00分00秒,臺東縣成功鎮台11線 114公里100.0公尺處南側向中外,1,普通重型-機車;租賃車-小客車
108年07月31日 12時05分21秒,宜蘭縣宜蘭市慈航三路口 / 宜蘭縣宜蘭市鎮平一路口,1,自用-小客車;自用-小客車;乘客-人
108年07月31日 19時05分00秒,臺中市太平區勤益里中山路一段前0.0公尺,1,行人-人;自用-小客車
108年08月01日 00時24分00秒,臺北市內湖區堤頂大道2段 / 臺北市內湖區基湖路,1,大型重型1(550C.C.以上)-機車
108年08月01日 05時40分00秒,彰化縣彰化市中山里中山路2段678號前0.0公尺前,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年08月01日 08時18分58秒,桃園市平鎮區星友街口 / 桃園市平鎮區星友街口,1,普通重型-機車;普通重型-機車;自用-小客車
108年08月01日 19時56分00秒,屏東縣鹽埔鄉民意路(仕絨支18號電桿),1,普通重型-機車
108年08月02日 03時42分00秒,臺中市北屯區大坑里東山路二段100巷前0.0公尺,1,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年08月02日 04時33分29秒,嘉義縣竹崎鄉昇平村嘉121線道0.5公里北向路肩附近,1,普通重型-機車
108年08月02日 08時07分00秒,臺中市北區健行里健行路前0.0公尺,1,普通重型-機車;自用-小客車
108年08月02日 09時33分00秒,臺南市東區崇學路口 / 臺南市東區崇學路口,1,腳踏自行車-慢車;營業用-大貨車
108年08月02日 09時47分00秒,臺中市新社區協成里興中街前0.0公尺,1,普通重型-機車;自用-大貨車
108年08月02日 11時45分00秒,南投縣埔里鎮杷城里東潤路口 / 南投縣埔里鎮杷城里九成街口,1,普通重型-機車
108年08月02日 12時11分00秒,桃園市桃園區西湖里三民路三段與博愛路口,1,腳踏自行車-慢車;自用-小客車
108年08月02日 12時35分00秒,臺南市永康區和平東路46號,1,普通重型-機車;營業用-大貨車;營業用-大貨車
108年08月03日 00時13分38秒,新竹縣湖口鄉中華路附近 / 新竹縣湖口鄉仁德路,1,行人-人;自用-小客車
108年08月03日 07時19分00秒,臺北市士林區平菁街前0.0公尺,1,民營公車-大客車;腳踏自行車-慢車
108年08月03日 12時55分00秒,新北市五股區疏洪一路 / 新北市五股區疏洪六路,1,普通重型-機車;乘客-人
108年08月04日 01時50分35秒,桃園市八德區茄明里中華路192號,1,行人-人;普通重型-機車;普通重型-機車
108年08月04日 05時39分00秒,臺中市東區東門里旱溪西路一段68號前0.0公尺,1,普通重型-機車
108年08月04日 09時58分43秒,雲林縣莿桐鄉台一線233公里處往南10公尺,1,營業用-曳引車;普通重型-機車
108年08月04日 11時52分30秒,花蓮縣花蓮市中美路口 / 花蓮縣花蓮市永興路口,1,自用-小客車;普通重型-機車
108年08月04日 12時37分42秒,臺南市官田區國道3號 334公里500.0公尺處南側向路肩,1,自用-小客車
108年08月04日 21時52分00秒,臺中市清水區北寧里新興路412號前0.0公尺,1,普通重型-機車;自用-小客車
108年08月05日 00時32分26秒,南投縣南投市彰南路一段290巷149弄86號,1,普通重型-機車
108年08月05日 19時55分41秒,桃園市大溪區介壽路163號前0.0公尺,1,行人-人;普通重型-機車
108年08月06日 05時15分00秒,高雄市岡山區國道1號 343公里700.0公尺處南側向外側,1,營業用-半聯結車;自用-大貨車;自用-小客車;乘客-人;乘客-人
108年08月06日 06時54分00秒,新北市永和區林森路 / 新北市永和區林森路,1,自用-小客車;普通重型-機車;行人-人
108年08月06日 14時30分00秒,臺中市烏日區螺潭里溪南路一段506巷500弄238號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年08月06日 19時00分00秒,高雄市左營區左楠路前0.0公尺,1,普通重型-機車
108年08月07日 05時25分00秒,臺北市中正區羅斯福路4段118號前0.0公尺,1,普通重型-機車
108年08月07日 11時52分00秒,屏東縣屏東市自由路西側 / 屏東縣屏東市忠孝路南側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年08月07日 12時51分00秒,花蓮縣秀林鄉台9線 174公里145.0公尺處北側向外側,1,普通重型-機車;營業用-曳引車
108年08月07日 17時38分00秒,彰化縣花壇鄉灣東村東外環路前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年08月07日 18時58分00秒,新北市萬里區台2線 / 新北市萬里區玉田路,1,計程車-小客車;普通重型-機車
108年08月07日 23時30分24秒,新北市土城區國道3號 44公里200.0公尺處南側向路肩,1,自用-小客車
108年08月08日 08時50分00秒,雲林縣斗南鎮延平路2段西側 / 雲林縣斗南鎮延平路2段,1,自用-小客車;行人-人;行人-人
108年08月08日 09時30分00秒,屏東縣屏東市三山里1鄰海豐街2-30號前0.0公尺,1,普通重型-機車;普通重型-機車
108年08月08日 17時09分08秒,南投縣埔里鎮南環路950號旁,1,自用-大貨車;自用-大貨車
108年08月08日 19時00分00秒,宜蘭縣頭城鎮頭濱路3段竹安橋往北約100公尺處,1,自用-小客車;腳踏自行車-慢車
108年08月08日 23時30分00秒,新竹縣竹北市國道1號 90公里500.0公尺處南側向中線,1,營業用-大貨車;民營客運-大客車;民營客運-大客車;民營客運-大客車;乘客-人;乘客-人;乘客-人;乘客-人
108年08月09日 03時38分00秒,臺南市安南區府安路3段367號,1,自用-小客車
108年08月09日 09時10分00秒,臺中市大雅區四德里中山路199號前0.0公尺,1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
108年08月09日 15時46分00秒,新竹縣竹北市中華路1150巷85弄,1,普通重型-機車;自用-小客車
108年08月09日 16時08分00秒,桃園市桃園區復興路13號前0.0公尺北側,1,自用-小客車
108年08月09日 20時27分00秒,臺東縣臺東市台11線 156公里300.0公尺處,1,普通重型-機車;行人-人
108年08月09日 22時09分21秒,苗栗縣頭份市斗煥里國校新村108號後方橋上,1,自用-小客車;行人-人;行人-人
108年08月10日 00時26分00秒,苗栗縣苗栗市經國路6段東側 / 苗栗縣苗栗市至公路,1,自用-小客車;乘客-人
108年08月10日 01時00分00秒,新北市板橋區中山路 / 新北市板橋區漢生東路,1,普通重型-機車;普通重型-機車;乘客-人;乘客-人
108年08月10日 06時38分00秒,彰化縣彰化市光復里中正路1段 / 彰化縣彰化市光復里民生路,1,普通重型-機車;普通重型-機車
108年08月10日 12時30分42秒,宜蘭縣宜蘭市凱旋路北側 / 宜蘭縣宜蘭市環市南路東側,1,普通重型-機車;營業用-曳引車
108年08月10日 15時10分00秒,臺中市龍井區山腳里中華路二段468號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年08月10日 20時50分33秒,花蓮縣萬榮鄉紅葉村紅葉47-5號前,1,普通重型-機車
108年08月11日 12時00分50秒,桃園市龜山區忠義路3段口 / 桃園市龜山區復興街口,1,腳踏自行車-慢車;民營客運-大客車
108年08月11日 14時25分19秒,花蓮縣玉里鎮縣193線 94公里200.0公尺處向路肩,1,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年08月11日 21時29分00秒,臺東縣臺東市中興路6段700號,2,自用-小客車;其他人-人;其他人-人
108年08月13日 06時55分00秒,高雄市六龜區荖濃里頂濃路76號前0.0公尺東側,1,自用-小貨車(含客、貨兩用);行人-人;自用-小客車;自用-小客車;自用-小客車
108年08月13日 06時56分00秒,臺東縣達仁鄉台9線 443公里600.0公尺處,1,自用-小貨車(含客、貨兩用);營業用-半聯結車;乘客-人
108年08月13日 13時05分45秒,宜蘭縣蘇澳鎮朝陽路口 / 宜蘭縣蘇澳鎮娜娘路口,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
108年08月13日 14時09分00秒,高雄市鳳山區中山東路332號前0.0公尺,1,普通重型-機車
108年08月13日 18時54分43秒,花蓮縣吉安鄉中央路2段22-1號前0.0公尺,1,普通重型-機車;拖車(架)-其他車;乘客-人
108年08月13日 21時52分57秒,桃園市楊梅區秀才路口 / 桃園市楊梅區秀才路口,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;乘客-人
108年08月14日 07時58分00秒,高雄市鼓山區臨海二路 / 高雄市鼓山區捷興二街,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
108年08月14日 10時35分00秒,彰化縣員林市湖水里湖水巷345號前0.0公尺前,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年08月14日 13時00分52秒,苗栗縣三義鄉雙湖村雙草湖202號前,1,普通重型-機車;乘客-人
108年08月14日 15時14分00秒,臺中市西屯區潮洋里臺灣大道四段16巷前0.0公尺,1,自用-大貨車;普通重型-機車
108年08月14日 16時10分05秒,臺南市仁德區後壁里民安路2段口 / 臺南市仁德區後壁里崑崙街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年08月14日 17時50分00秒,彰化縣大城鄉永和村北五路 / 彰化縣大城鄉永和村南平路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年08月14日 20時45分00秒,苗栗縣苗栗市中山路538號,1,遊覽車-大客車;普通重型-機車;自用-小客車
108年08月15日 17時55分00秒,臺東縣東河鄉台23線 38公里700.0公尺處西側向中內,1,普通重型-機車;普通重型-機車
108年08月15日 18時55分04秒,苗栗縣三灣鄉台3線 102公里500.0公尺處北側向外側,1,自用-小客車;行人-人
108年08月15日 19時02分00秒,屏東縣屏東市海豐街南側 / 屏東縣屏東市金城街西側,1,自用-小客車;普通輕型-機車
108年08月15日 19時55分00秒,桃園市平鎮區雙連里民族路雙連3段103號前0.0公尺,1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
108年08月15日 22時14分00秒,新北市新莊區捷運新莊站2號出口,1,自用-小客車;行人-人
108年08月16日 05時40分00秒,新北市新店區中正路 / 新北市新店區中正路,1,行人-人;自用-小客車
108年08月16日 10時47分00秒,臺南市佳里區市道176線口 / 臺南市佳里區區道南51線口,1,普通重型-機車;自用-小貨車(含客、貨兩用);遊覽車-大客車
108年08月17日 04時25分00秒,桃園市中壢區內壢里中華路1段120號前0.0公尺東側,1,行人-人;自用-小客車
108年08月17日 07時37分00秒,澎湖縣七美鄉南港村尖山腳26號前岔路口,1,普通重型-機車
