發生時間,發生地點,死亡人數,車種
109年06月11日 12時16分19秒,嘉義縣太保市春珠里嘉44線、嘉49線路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年06月11日 16時30分00秒,新北市蘆洲區新北市蘆洲區民族路292號,1,行人-人;普通重型-機車
109年06月11日 21時50分38秒,花蓮縣萬榮鄉西林村12鄰產業道路前0.0公尺,1,普通重型-機車
109年06月12日 01時38分00秒,臺北市士林區仰德大道1段前0.0公尺,1,普通重型-機車
109年06月12日 08時51分00秒,高雄市三民區鼎力路130號前0.0公尺,1,普通重型-機車;民營客運-大客車;乘客-人
109年06月12日 09時47分33秒,屏東縣崁頂鄉中正路段,1,普通重型-機車
109年06月12日 11時59分00秒,桃園市中壢區民族路3段220號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
109年06月12日 13時40分00秒,新北市坪林區新北市坪林區北宜公路32.8公里處,1,普通重型-機車
109年06月13日 06時06分00秒,桃園市龜山區國道1號 42公里200.0公尺處北側向外側,1,營業用-大貨車;營業用-半聯結車
109年06月13日 10時13分00秒,臺南市仁德區國道1號 331公里700.0公尺處南側,1,自用-小貨車(含客、貨兩用);乘客-人
109年06月13日 11時46分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區環河街,1,普通重型-機車;自用-小客車
109年06月13日 12時08分27秒,南投縣草屯鎮中山里成功路口 / 南投縣草屯鎮碧山南路,1,普通輕型-機車;自用-小客車
109年06月13日 15時20分00秒,新竹縣關西鎮竹118線32.2K東向西車道,1,大型重型1(550C.C.以上)-機車;自用-小客車;自用-小客車
109年06月13日 21時19分00秒,高雄市鳳山區自強一路 / 高雄市鳳山區南光街,1,自用-大貨車;普通輕型-機車;乘客-人
109年06月13日 22時05分22秒,桃園市大溪區台7線 23公里附近,1,普通重型-機車
109年06月14日 05時40分00秒,新北市五股區新北市五股區疏洪一路804584燈桿永安橋下往三重,1,普通重型-機車
109年06月14日 05時42分00秒,屏東縣屏東市大連路14-3號前0.0公尺附近,1,自用-小客車;行人-人;普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
109年06月14日 14時37分00秒,新竹市東區中華路二段與東大路一段,1,普通重型-機車;自用-小客車;自用大客車-大客車
109年06月14日 15時55分02秒,新竹縣寶山鄉國道3號 98公里300.0公尺處南側向外側,1,自用-小客車;民營客運-大客車;乘客-人
109年06月14日 20時36分25秒,新竹縣竹東鎮北興路2段17號,1,行人-人;普通重型-機車
109年06月14日 21時54分00秒,桃園市楊梅區員本里民有路1段582號前0.0公尺,1,自用-小貨車(含客、貨兩用)
109年06月15日 00時15分00秒,高雄市小港區沿海三路近號前0.0公尺,1,自用-小客車;營業用-半聯結車
109年06月15日 07時26分13秒,苗栗縣竹南鎮大埔里科學路口 / 苗栗縣竹南鎮大埔里科中路口,1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
109年06月15日 13時15分51秒,新竹縣湖口鄉台一線山崎陸橋(南下車道),1,自用-小客車
109年06月15日 17時50分00秒,嘉義縣六腳鄉蘇厝村蘇厝寮38之2號旁產業道路,1,普通重型-機車
109年06月15日 18時10分00秒,彰化縣二林鎮西斗里新湖巷前0.0公尺,1,普通重型-機車;自用-小客車;乘客-人
109年06月15日 20時12分00秒,臺中市西屯區西平里福星路 / 臺中市西屯區西平里福星北路,1,自用-小客車;普通重型-機車
109年06月16日 07時29分00秒,新北市板橋區新北市板橋區文化路與懷德街,1,普通重型-機車;自用-小客車;普通重型-機車
109年06月16日 08時55分00秒,基隆市中正區調和街124號前0.0公尺,1,普通重型-機車;乘客-人
109年06月16日 17時25分07秒,臺南市七股區台17線 161公里附近向路肩,1,普通重型-機車;乘客-人
109年06月16日 19時39分00秒,桃園市蘆竹區南竹路3段口 / 桃園市蘆竹區南竹路3段口,1,自用-大貨車;普通重型-機車
109年06月16日 21時13分27秒,花蓮縣吉安鄉海岸路口 / 花蓮縣吉安鄉南海一街,1,普通重型-機車
109年06月17日 06時56分00秒,嘉義市西區福全里高鐵大道120號前0.0公尺前,1,自用-小客車
109年06月17日 06時57分05秒,南投縣竹山鎮延平里集山路3段南側 / 南投縣竹山鎮延平里延平一路東側,1,自用-大貨車;腳踏自行車-慢車;普通重型-機車
109年06月17日 10時02分05秒,桃園市中壢區環西路2段口 / 桃園市中壢區中正路口,1,自用-小客車;行人-人
109年06月17日 17時06分00秒,臺中市大安區口旁,1,普通重型-機車;自用-小客車
109年06月17日 18時13分00秒,高雄市仁武區鳳仁路322號前0.0公尺,1,普通重型-機車
109年06月18日 07時13分00秒,臺北市內湖區南京東路6段 / 臺北市內湖區舊宗路1段,1,普通重型-機車;遊覽車-大客車
109年06月18日 08時15分00秒,高雄市前鎮區武慶一路 / 高雄市前鎮區永豐路,1,普通重型-機車;計程車-小客車;乘客-人
109年06月18日 16時50分00秒,高雄市苓雅區凱旋二路 / 高雄市苓雅區凱旋二路,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
109年06月19日 04時32分45秒,桃園市龍潭區龍星里神龍路口 / 桃園市龍潭區龍星里新龍路口,1,普通重型-機車;行人-人
109年06月19日 08時24分00秒,彰化縣花壇鄉三春村彰員路1段536號前0.0公尺前,1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
109年06月19日 09時10分00秒,臺北市北投區學園路1號前0.0公尺,1,計程車-小客車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車
109年06月19日 12時23分00秒,彰化縣鹿港鎮頭南里頂草路3段326弄前0.0公尺,1,腳踏自行車-慢車
109年06月19日 14時08分21秒,宜蘭縣宜蘭市191縣道路東側 / 宜蘭縣宜蘭市黎明路口,1,普通重型-機車
109年06月19日 18時22分00秒,臺南市新市區社內里區道南135線社內177號前0.0公尺附近,1,普通重型-機車;自用-小客車
109年06月19日 23時32分00秒,桃園市楊梅區永美路270號附近,1,普通重型-機車;普通重型-機車
109年06月20日 01時30分00秒,苗栗縣三灣鄉苗124乙線2.5公里處。,1,自用-小客車;乘客-人;乘客-人
109年06月20日 02時39分00秒,屏東縣長治鄉信義路大同31桿處,1,普通重型-機車;乘客-人
109年06月20日 08時00分01秒,南投縣埔里鎮大湳里中山路一段376號前0.0公尺北側,1,腳踏自行車-慢車;自用-小客車
109年06月20日 19時10分00秒,桃園市大園區中華路575號前0.0公尺,1,電動自行車-慢車;自用-小貨車(含客、貨兩用)
109年06月20日 23時14分00秒,臺北市萬華區華江橋往新北市 / 臺北市萬華區華江橋機車道,1,普通重型-機車;行人-人
109年06月21日 11時23分00秒,桃園市桃園區國強一街口 / 桃園市桃園區國道二號橋下便道口,1,普通重型-機車;營業用-小貨車(含客、貨兩用)
109年06月21日 14時54分00秒,桃園市楊梅區上田里高鐵南路7段口 / 桃園市楊梅區楊新路4段口,1,普通重型-機車;自用-小客車;乘客-人
109年06月21日 23時35分47秒,新竹市北區東大路三段與東大路三段403巷口,1,自用-小客車;普通重型-機車
109年06月22日 02時31分00秒,新北市金山區新北市金山區臺2甲線道路7.5K(往金山),1,普通重型-機車
109年06月22日 08時46分11秒,苗栗縣後龍鎮西濱南下側車道109.8公里附近,1,普通重型-機車
109年06月22日 23時28分00秒,臺南市南區健康路2段南側 / 臺南市南區三官路,1,自用-小客車;普通重型-機車
109年06月23日 00時52分00秒,新竹市香山區景觀大道慢車道往竹縣,1,行人-人;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人;乘客-人
109年06月23日 06時22分00秒,桃園市蘆竹區八德一路1310984號燈桿-V109060454,1,自用-小客車;自用-小客車
109年06月23日 07時10分00秒,雲林縣土庫鎮新庄里台19線TS10.5B79號電桿前,1,自用-小客車
109年06月23日 08時56分00秒,臺南市西港區省道臺19線附近 / 臺南市西港區區道南45線附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年06月23日 08時59分00秒,屏東縣屏東市公館里復興南路1段643-1號附近,1,自用-小貨車(含客、貨兩用);行人-人
109年06月23日 10時10分00秒,花蓮縣鳳林鎮平園路口 / 花蓮縣鳳林鎮平漢路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年06月23日 11時40分00秒,臺中市潭子區聚興里環中東路1段前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
109年06月23日 15時35分00秒,桃園市楊梅區高榮里幼獅路2段242號前0.0公尺口,1,自用-小客車;普通重型-機車
109年06月23日 15時37分11秒,南投縣埔里鎮中正路口 / 南投縣埔里鎮南興街口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年06月23日 16時15分00秒,臺北市內湖區成功路2段 / 臺北市內湖區民權東路6段,1,自用-小客車;行人-人
109年06月24日 04時01分00秒,臺中市龍井區忠和里西濱路三段 / 臺中市龍井區忠和里海尾路,1,腳踏自行車-慢車;營業用-大貨車
109年06月24日 05時32分00秒,屏東縣萬巒鄉萬全村褒忠路2號對面,1,普通重型-機車;乘客-人
109年06月24日 05時34分00秒,彰化縣員林市東和里員水路2段564號前0.0公尺,1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用)
109年06月24日 15時04分00秒,新竹市香山區五福路2段口 / 新竹市香山區柯湳一街,1,普通重型-機車;普通重型-機車;乘客-人
109年06月24日 20時29分56秒,新竹縣竹東鎮中興路2段220號前0.0公尺附近,1,普通重型-機車;普通重型-機車;普通重型-機車
109年06月25日 04時45分00秒,高雄市鳳山區五甲二路 / 高雄市鳳山區天興街,1,普通重型-機車;行人-人;乘客-人;乘客-人
109年06月25日 11時04分49秒,南投縣南投市嶺興路投139線39.5K處,1,普通重型-機車
109年06月25日 13時00分00秒,彰化縣永靖鄉瑚璉村東興路260弄前0.0公尺,1,自用-小客車;普通重型-機車
109年06月25日 23時06分00秒,彰化縣線西鄉台61線 169公里北側向外側,2,自用-大貨車;乘客-人
109年06月26日 07時13分00秒,彰化縣田尾鄉睦宜村斗中路6號前0.0公尺,1,腳踏自行車-慢車;自用-小客車
109年06月26日 07時32分00秒,桃園市龍潭區中興路九龍段口 / 桃園市龍潭區中興路九龍段口,2,普通重型-機車;乘客-人
109年06月26日 10時16分06秒,苗栗縣獅潭鄉百壽產業道路,1,普通重型-機車
109年06月26日 10時43分00秒,雲林縣莿桐鄉麻園村雲54鄉道與產業道路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年06月26日 16時36分00秒,彰化縣秀水鄉陝西村湳底巷 / 彰化縣秀水鄉陝西村湳底巷,1,普通重型-機車;自用-大貨車
109年06月26日 19時24分00秒,高雄市大寮區萬大大橋東向11.1k號前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;營業用-大貨車
109年06月27日 04時20分00秒,高雄市大寮區新厝路新厝429燈桿號前0.0公尺,1,自用-小客車
109年06月27日 11時38分00秒,屏東縣屏東市金城街200巷前0.0公尺口,1,普通重型-機車;普通重型-機車
109年06月27日 23時08分00秒,高雄市左營區高鐵路高鐵基地號前0.0公尺前,1,普通重型-機車
109年06月27日 23時13分00秒,臺東縣臺東市東45 12公里附近,2,自用-小客車;乘客-人
109年06月28日 02時25分00秒,高雄市大樹區三和路132號前0.0公尺,1,普通重型-機車
109年06月28日 05時45分00秒,屏東縣內埔鄉黎明村黎東路878號前,1,自用-小客車;普通重型-機車
109年06月28日 09時12分00秒,屏東縣內埔鄉中林村聯通街與舊鐵道路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年06月28日 13時36分14秒,嘉義縣阿里山鄉樂野村台18線64.1公里西向車道,1,腳踏自行車-慢車
109年06月29日 07時22分00秒,臺東縣成功鎮台11線 106公里400.0公尺處北側向中內,2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年06月29日 17時15分22秒,花蓮縣玉里鎮台30線 14公里100.0公尺處附近向路肩,1,自用-小客車
109年06月29日 17時59分09秒,花蓮縣吉安鄉海岸路口 / 花蓮縣吉安鄉南海六街口,1,自用-小客車;普通重型-機車
109年06月29日 18時36分00秒,雲林縣虎尾鎮建國里光復路757號前,1,電動自行車-慢車;普通重型-機車
109年06月29日 21時07分00秒,苗栗縣西湖鄉國道3號 135公里100.0公尺處北側向內側,1,自用-小客車;自用-小客車;乘客-人
109年06月30日 10時26分00秒,臺南市鹽水區橋南里忠孝路南側 / 臺南市鹽水區月津路,1,普通重型-機車;普通重型-機車
109年06月30日 15時04分00秒,嘉義縣番路鄉番路村159甲線13公里500公尺處,1,自用-小客車;乘客-人;乘客-人
109年07月01日 14時00分00秒,雲林縣斗六市嘉東里鎮南路與嘉東中路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年07月01日 16時18分00秒,高雄市左營區自由二路 / 高雄市左營區裕誠路,1,普通輕型-機車;民營客運-大客車;自用-小貨車(含客、貨兩用)
109年07月02日 04時00分31秒,高雄市燕巢區國道10號 18公里300.0公尺處東側向輔助,1,自用-小客車;營業用-大貨車
109年07月02日 05時50分00秒,雲林縣林內鄉林北村增產路37之18號旁水溝,1,腳踏自行車-慢車
109年07月02日 06時21分23秒,桃園市蘆竹區文中路1段口 / 桃園市蘆竹區文中路1段口,1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
109年07月02日 08時05分04秒,屏東縣枋山鄉台1線 450公里100.0公尺處北側向外側,1,普通重型-機車
109年07月02日 08時24分40秒,臺中市西屯區國道1號 178公里100.0公尺處南側向外側,1,自用-小客車;自用-半聯結車;自用-小客車;自用-小客車
109年07月02日 08時40分00秒,臺北市大同區重慶北路3段 / 臺北市大同區伊寧街,1,行人-人;民營公車-大客車
109年07月03日 04時23分00秒,臺中市北屯區新平里中清路二段935號前0.0公尺,1,自用-小客車;行人-人
109年07月03日 04時55分00秒,臺中市西屯區上石里青海路 / 臺中市西屯區上石里湳仔巷,1,自用-小客車;行人-人;自用-小客車
109年07月03日 05時38分00秒,臺東縣臺東市東49-1線道與南王橋交叉路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年07月03日 10時02分00秒,彰化縣大村鄉擺塘村擺塘巷13-6號前0.0公尺,1,營業用-大貨車;普通重型-機車
109年07月03日 16時11分00秒,彰化縣芳苑鄉路上村新上路 / 彰化縣芳苑鄉路上村上林路路上段,1,普通重型-機車;遊覽車-大客車
109年07月04日 02時52分00秒,臺北市信義區信義路4段 / 臺北市信義區基隆路1段,1,自用-小貨車(含客、貨兩用);行人-人
109年07月04日 05時59分00秒,雲林縣臺西鄉富琦村台17線南下車道與仁愛路口,1,普通重型-機車;營業用-曳引車
109年07月04日 06時20分00秒,彰化縣鹿港鎮永安里鹿和路1段 / 彰化縣鹿港鎮永安里永安三路,1,普通重型-機車;自用-小客車
109年07月04日 10時50分50秒,臺東縣鹿野鄉中華路2段143號,1,自用-小客車
109年07月04日 15時47分22秒,新竹縣湖口鄉八德路1段316號前0.0公尺,1,電動自行車-慢車
109年07月05日 02時40分44秒,新北市汐止區國道1號 10公里600.0公尺處北側向內側,1,營業用-大貨車;計程車-小客車
109年07月05日 08時02分00秒,彰化縣大村鄉大橋村中山路3段 / 彰化縣大村鄉大橋村中山路3段,1,普通重型-機車;普通重型-機車
109年07月05日 08時34分00秒,新北市板橋區新北市板橋區文化路1段與府後街,1,自用-小客車;普通重型-機車;行人-人
109年07月05日 13時43分00秒,南投縣魚池鄉台21甲線 18公里300.0公尺處,1,腳踏自行車-慢車;計程車-小客車
109年07月05日 15時31分00秒,新北市板橋區新北市板橋區中山路1段與民權路,1,自用-小客車;普通重型-機車;自用-小客車;乘客-人;乘客-人
109年07月05日 22時41分00秒,桃園市觀音區廣大路648號前0.0公尺附近,1,自用-小客車
109年07月05日 23時21分00秒,高雄市燕巢區中安路角宿280路燈號前0.0公尺前,1,普通重型-機車
109年07月06日 00時55分00秒,彰化縣伸港鄉定興村彰新路7段464弄273號前0.0公尺,1,普通重型-機車
109年07月06日 06時27分00秒,桃園市楊梅區高榮里高上路1段639號前0.0公尺,1,普通重型-機車;普通重型-機車
109年07月06日 06時39分00秒,彰化縣花壇鄉花壇村中山路1段 / 彰化縣花壇鄉花壇村番花路,1,自用-大貨車;普通重型-機車
109年07月06日 13時35分00秒,雲林縣莿桐鄉特10與雲52縣道路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年07月06日 18時46分00秒,高雄市林園區石化三路榮林線48號前0.0公尺,1,自用-小客車;普通重型-機車
109年07月07日 07時21分00秒,臺南市新營區五興里省道臺19甲線北側 / 臺南市新營區區道南70線,1,普通重型-機車;普通重型-機車;乘客-人;乘客-人
109年07月07日 11時10分00秒,苗栗縣頭屋鄉頭屋村東昇教練場前,1,自用-小客車;行人-人
109年07月08日 13時23分00秒,桃園市大溪區介壽路口 / 桃園市大溪區仁美路口,1,普通重型-機車
109年07月09日 02時13分00秒,彰化縣永靖鄉獨鰲村溪埔巷前0.0公尺,1,普通重型-機車
109年07月09日 03時20分00秒,基隆市安樂區基隆市安樂區基金三路路燈編號68417號前,1,普通重型-機車
109年07月09日 08時42分00秒,彰化縣埔鹽鄉西湖村大新路2弄81-3號前100.0公尺北側,1,普通重型-機車
109年07月09日 08時56分00秒,臺南市學甲區南1 7公里400.0公尺處口,1,普通重型-機車
109年07月09日 22時51分00秒,臺北市中正區金山南路1段 / 臺北市中正區濟南路2段,1,自用-小客車;腳踏自行車-慢車;計程車-小客車
109年07月10日 11時34分35秒,苗栗縣頭份市公北三路與公園七街,1,普通重型-機車;自用-小客車
109年07月11日 03時53分00秒,臺中市中區大墩里三民路 / 臺中市中區大墩里公園路,1,自用-小客車;行人-人
109年07月11日 05時50分00秒,新竹市香山區中華路五段、中華路五段331巷口,1,普通重型-機車;自用-小客車
109年07月11日 09時10分00秒,臺南市安南區安明路2段口 / 臺南市安南區安通路6段,1,自用-小客車;普通重型-機車;乘客-人
109年07月11日 11時48分00秒,臺中市西屯區逢福里福上巷 / 臺中市西屯區逢福里河南路,1,普通重型-機車;普通重型-機車
109年07月11日 16時56分00秒,桃園市新屋區埔頂里中華南路2段口 / 桃園市新屋區埔頂路口,1,行人-人;普通重型-機車;乘客-人
109年07月12日 07時19分14秒,南投縣國姓鄉中正路４段,1,大型重型1(550C.C.以上)-機車
109年07月12日 07時30分00秒,臺中市龍井區田中里茄投路 / 臺中市龍井區田中里舊車路,1,自用-小客車;普通重型-機車
109年07月12日 07時30分08秒,嘉義縣太保市埤鄉里嘉64線5.6公里,1,普通重型-機車
109年07月12日 11時19分06秒,宜蘭縣壯圍鄉美福路二段與191線交叉路口處,2,自用-小貨車(含客、貨兩用);電動自行車-慢車;乘客-人
109年07月12日 18時15分22秒,宜蘭縣頭城鎮港口路口 / 宜蘭縣頭城鎮濱海路1段北側,1,腳踏自行車-慢車;營業用-曳引車
109年07月12日 20時20分00秒,新北市五股區新北市五股區民義路2段往觀音山北53燈桿344588,1,自用-小客車;乘客-人
109年07月12日 23時41分00秒,彰化縣鹿港鎮頂番里鹿和路4段 / 彰化縣鹿港鎮頂番里鹿和路4段,1,普通重型-機車
109年07月13日 01時02分06秒,臺南市歸仁區新厝里中正南路1段東側 / 臺南市歸仁區新厝里大成路南側,1,自用-小客車;普通重型-機車
109年07月13日 11時57分00秒,桃園市中壢區內定五街口 / 桃園市中壢區內定五街口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年07月13日 14時02分00秒,彰化縣鹿港鎮東崎里彰鹿路5段 / 彰化縣鹿港鎮東崎里彰鹿路5段,1,民營客運-大客車;普通輕型-機車
109年07月13日 14時40分54秒,新竹縣湖口鄉光復北路口 / 新竹縣湖口鄉工業三路口,1,自用-小客車;普通重型-機車
109年07月13日 17時49分00秒,桃園市大園區國際路三段竹圍大橋上北向,1,普通重型-機車;營業用-半聯結車
109年07月14日 02時44分35秒,嘉義縣新港鄉三間村港尾5之6號,1,普通重型-機車;乘客-人
109年07月14日 05時05分00秒,新竹縣關西鎮國道3號 82公里400.0公尺處南側向內側,1,自用-小客車;乘客-人;乘客-人
109年07月14日 07時20分37秒,新竹縣湖口鄉中山路3段438號前0.0公尺,1,普通重型-機車;自用-小客車
109年07月14日 12時02分00秒,高雄市田寮區國道3號 371公里200.0公尺處北側向外側,1,營業用-大貨車;營業用-半聯結車;乘客-人
109年07月14日 12時28分31秒,宜蘭縣礁溪鄉龍潭路436號前0.0公尺附近,1,自用-小客車
109年07月15日 01時36分00秒,新北市三峽區新北市三峽區弘園街與民權街,1,普通重型-機車;自用-小客車;乘客-人;乘客-人
109年07月15日 02時10分00秒,高雄市橋頭區成功南路惠庄523路燈號前0.0公尺,1,普通重型-機車;營業用-曳引車
109年07月15日 04時20分50秒,臺中市大雅區國道1號 173公里300.0公尺處北側向中線,1,自用-小客車;營業用-大貨車
109年07月15日 07時52分00秒,嘉義縣大林鎮西林里中山路251-1號對面,1,自用-小貨車(含客、貨兩用);行人-人
109年07月15日 09時13分27秒,桃園市中壢區中正路4段266號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年07月15日 15時23分00秒,臺中市清水區海濱里港埠路4段195號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-曳引車;乘客-人
109年07月15日 19時30分00秒,新竹市東區西大路地下道機慢車道往市區,1,普通重型-機車;行人-人
109年07月16日 08時05分00秒,雲林縣斗南鎮林子里信義路(雲185鄉道)3.3公里,1,自用-小客車;普通重型-機車
109年07月16日 08時05分00秒,花蓮縣壽豐鄉豐裡村豐坪路2段口 / 花蓮縣壽豐鄉豐坪村中山路口,1,自用-小客車;普通輕型-機車
109年07月16日 11時06分00秒,臺中市外埔區大同里水美路前0.0公尺,1,自用-小貨車(含客、貨兩用)
109年07月16日 16時39分02秒,新竹市香山區中華路4段口 / 新竹市香山區東華路,1,自用-小客車;行人-人
109年07月16日 19時18分00秒,彰化縣和美鎮塗厝里北川路200弄前0.0公尺,1,電動自行車-慢車
109年07月17日 07時00分00秒,雲林縣虎尾鎮158縣道290281路燈旁,1,普通重型-機車;自用-小客車
109年07月17日 08時30分00秒,臺東縣臺東市中華四段760巷與產業道路口,1,普通重型-機車;普通重型-機車
109年07月17日 15時27分00秒,臺中市北區近三民路三段(編號00306號路燈前),1,普通重型-機車;普通重型-機車
109年07月17日 17時05分00秒,新北市板橋區新北市板橋區高爾富路,1,普通重型-機車;營業用-小貨車(含客、貨兩用)
109年07月17日 17時20分00秒,彰化縣和美鎮面前里和光路 / 彰化縣和美鎮面前里和光路,1,自用-小客車;普通重型-機車;乘客-人
109年07月17日 20時08分00秒,臺中市龍井區中興023路燈前,1,普通重型-機車
109年07月18日 08時40分00秒,臺中市東區旱溪里旱溪西路口 / 臺中市東區旱溪里旱溪街口,1,自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人
109年07月18日 11時05分00秒,臺北市大同區重慶北路1段 / 臺北市大同區市民大道1段,1,計程車-小客車;腳踏自行車-慢車
109年07月18日 14時13分00秒,新北市新莊區新北市新莊區思源路與幸福路,1,自用-小貨車(含客、貨兩用);行人-人;行人-人
109年07月18日 14時25分00秒,新北市新莊區新北市新莊區八德街168號,1,普通重型-機車;普通重型-機車
109年07月18日 21時20分55秒,宜蘭縣礁溪鄉玉民路一段玉田25號電桿前,1,行人-人;自用-小客車
109年07月19日 01時20分00秒,高雄市小港區高坪二十二路.號前0.0公尺,1,普通重型-機車
109年07月19日 11時00分03秒,南投縣信義鄉投95 1公里800.0公尺處北側向外側,1,自用-小客車;普通重型-機車
109年07月20日 01時18分00秒,桃園市桃園區延平路口 / 桃園市桃園區樹仁二街口,1,普通重型-機車;自用-小客車
109年07月20日 05時59分00秒,南投縣名間鄉南田路239-200號前0.0公尺,1,營業用-大貨車;普通重型-機車
109年07月20日 06時13分04秒,臺南市歸仁區沙崙里南157縣道北往南,1,普通重型-機車;自用-小客車
109年07月20日 08時00分00秒,桃園市大園區國際路1段口 / 桃園市大園區圳頭路口,1,普通重型-機車;普通重型-機車
109年07月20日 09時49分24秒,臺南市新化區那拔里牧場1-30號,1,普通重型-機車
109年07月20日 14時15分00秒,高雄市甲仙區台20省道甲南22之1號前0.0公尺,1,營業用-曳引車
109年07月21日 06時29分00秒,高雄市茄萣區茄萣路1段 / 高雄市茄萣區濱海路2段,1,行人-人;大型重型1(550C.C.以上)-機車
109年07月21日 07時00分00秒,宜蘭縣冬山鄉梅花路口 / 宜蘭縣冬山鄉梅花路口,1,自用-小貨車(含客、貨兩用);行人-人
109年07月21日 09時50分20秒,屏東縣滿州鄉長樂村福興一路2號前0.0公尺,1,普通重型-機車
109年07月21日 09時55分00秒,屏東縣崁頂鄉屏67 500.0公尺處附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年07月21日 15時18分00秒,雲林縣虎尾鎮芳草里15-23號前,1,普通重型-機車
109年07月21日 15時55分00秒,臺中市西屯區福安里福科路 / 臺中市西屯區福安里江西厝巷,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車
109年07月21日 16時33分00秒,臺中市西屯區科雅西路與中科路口,1,自用-小客車;普通重型-機車
109年07月21日 19時53分00秒,新北市新莊區新北市新莊區重新堤外道路10K+300處往樹林方向,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年07月22日 08時25分00秒,新北市汐止區國道3號 12公里200.0公尺處南側向外側,19,遊覽車-大客車;民營公車-大客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
109年07月22日 14時35分00秒,高雄市旗山區旗屏一路手巾56電桿號前0.0公尺前,1,自用-小客車;乘客-人;乘客-人
109年07月22日 20時35分00秒,新竹縣竹北市西濱路二段508號協榮加油站,1,營業用-曳引車;營業用-曳引車;營業用-曳引車
109年07月23日 00時42分00秒,臺北市萬華區青年路 / 臺北市萬華區西藏路,1,行人-人;普通重型-機車
109年07月23日 03時04分00秒,新北市貢寮區新北市貢寮區臺2線道路95.8公里處,1,營業用-大貨車;營業用-曳引車
109年07月23日 08時44分29秒,花蓮縣吉安鄉吉興六街與吉昌三街口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年07月23日 08時53分00秒,屏東縣屏東市自由路280號前0.0公尺附近,1,普通輕型-機車;自用-小客車
109年07月23日 11時37分00秒,宜蘭縣壯圍鄉吉祥村縣民大道2段121號,1,自用-小貨車(含客、貨兩用);乘客-人
109年07月24日 06時40分00秒,臺中市東勢區茂興里東蘭街196-65號前0.0公尺,1,自用-小客車;乘客-人
109年07月24日 07時24分00秒,彰化縣溪州鄉圳寮村溪下路3段 / 彰化縣溪州鄉圳寮村陸軍路,1,自用-小客車;普通重型-機車
109年07月24日 11時45分00秒,屏東縣麟洛鄉中山路64號,1,自用-小貨車(含客、貨兩用);行人-人
109年07月24日 12時13分00秒,花蓮縣富里鄉花81 2公里200.0公尺處東側向內側,1,自用-小客車;普通重型-機車;乘客-人
109年07月24日 16時35分00秒,屏東縣枋寮鄉隆山路段(電桿春日分14號前),1,普通重型-機車
109年07月24日 19時45分56秒,苗栗縣通霄鎮建順煉鋼股份有限公司(五北里68之4號旁),1,普通重型-機車
109年07月24日 23時34分00秒,宜蘭縣蘇澳鎮海山西路口 / 宜蘭縣蘇澳鎮新馬路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年07月25日 12時06分00秒,澎湖縣湖西鄉縣203線 8公里300.0公尺處南側向外側,1,自用-小客車
109年07月26日 02時51分00秒,彰化縣花壇鄉灣雅村三芬路前0.0公尺,1,自用-小貨車(含客、貨兩用)
109年07月26日 03時50分00秒,高雄市杉林區台29省道52.5K號前0.0公尺,1,普通重型-機車
