發生時間,發生地點,死亡人數,車種
109年02月07日 09時27分00秒,彰化縣埔鹽鄉三省村好金路 / 彰化縣埔鹽鄉三省村好金路,1,自用-小客車;自用-小貨車(含客、貨兩用)
109年02月07日 10時10分00秒,高雄市六龜區台27線 2公里100.0公尺處北側向其他,1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人
109年02月07日 10時13分00秒,臺中市西屯區龍潭里環中路三段１１１８號前0.0公尺,1,動力機械-其他車;普通重型-機車;自用-小客車
109年02月07日 11時46分13秒,臺南市官田區社子里區道南119線73之1號前0.0公尺,1,自用-小貨車(含客、貨兩用)
109年02月07日 13時11分55秒,南投縣竹山鎮桶頭里鯉南路-149乙線3.5K前,1,租賃車-小客車;乘客-人
109年02月07日 14時47分00秒,臺中市神岡區豐洲里豐洲路299號前0.0公尺,1,普通輕型-機車;普通重型-機車
109年02月07日 14時50分00秒,臺東縣海端鄉台20線 162公里300.0公尺處附近,1,自用-大貨車
109年02月07日 15時50分00秒,宜蘭縣壯圍鄉中央路3段口 / 宜蘭縣壯圍鄉中央路3段口,1,自用-小客車;普通重型-機車
109年02月07日 19時16分00秒,臺東縣長濱鄉寧埔村八桑安路42-1號前0.0公尺東側,1,行人-人;自用-小貨車(含客、貨兩用)
109年02月07日 23時47分00秒,彰化縣伸港鄉什股村建國路前0.0公尺,1,普通重型-機車
109年02月08日 02時00分00秒,臺中市大里區健民里健東路前0.0公尺,1,普通重型-機車
109年02月08日 07時26分00秒,高雄市左營區軍校路553號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
109年02月08日 08時05分00秒,桃園市龜山區東萬壽路16.9k處S109020170迴龍所,1,普通重型-機車;乘客-人
109年02月09日 04時34分00秒,嘉義縣新港鄉板頭村嘉74線道1.85公里附近,1,自用-小客車
109年02月09日 05時05分00秒,彰化縣鹿港鎮草中里頂草路4段415號前0.0公尺,1,腳踏自行車-慢車
109年02月09日 05時06分00秒,桃園市龜山區幸福路山福分線2號電桿(S109020196-大林派出所),1,普通重型-機車
109年02月09日 05時25分00秒,臺東縣成功鎮台11線 114公里800.0公尺處南側向交流道,1,普通重型-機車
109年02月09日 13時05分00秒,高雄市前鎮區中華五路 / 高雄市前鎮區正勤路,1,普通重型-機車;行人-人
109年02月09日 21時03分00秒,桃園市八德區興豐路口 / 桃園市八德區後庄街口,1,電動自行車-慢車;自用-小客車
109年02月10日 01時20分00秒,臺北市大同區延平北路3段 / 臺北市大同區民權西路,1,普通重型-機車;普通重型-機車
109年02月10日 03時00分57秒,新北市汐止區國道1號 13公里100.0公尺處南側向內側,1,計程車-小客車
109年02月10日 07時46分00秒,臺中市太平區太平里永豐路268之2號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-大貨車
109年02月10日 13時00分00秒,高雄市大寮區濃公路 / 高雄市大寮區濃三街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年02月10日 13時55分00秒,高雄市杉林區桐竹路86號前0.0公尺,1,普通重型-機車;營業用-大貨車
109年02月10日 15時52分00秒,新北市土城區中央路3段 / 新北市土城區永寧路,1,自用-小貨車(含客、貨兩用);行人-人
109年02月10日 16時27分00秒,臺中市霧峰區吉峰里峰堤路前0.0公尺,1,自用-大貨車;普通重型-機車
109年02月10日 19時41分00秒,屏東縣萬丹鄉崙頂村萬順路二段(台88線P117橋墩旁),1,普通重型-機車
109年02月11日 04時13分00秒,臺中市大肚區王田里沙田路一段364號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人;自用-小貨車(含客、貨兩用)
109年02月11日 07時33分00秒,高雄市小港區沿海三路友成巷前0.0公尺,1,普通重型-機車
109年02月11日 11時31分00秒,嘉義市東區新開里市宅街21巷25弄27號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年02月11日 15時46分00秒,桃園市龜山區頂湖路123號前0.0公尺,1,普通重型-機車
109年02月11日 16時40分00秒,桃園市觀音區大同一路19號前0.0公尺,1,普通輕型-機車
109年02月11日 19時39分00秒,桃園市新屋區東興路2段780號前0.0公尺,1,自用-小客車;腳踏自行車-慢車
109年02月12日 00時40分33秒,臺南市永康區中正南路口 / 臺南市永康區小北路,1,普通重型-機車;計程車-小客車;乘客-人
109年02月12日 06時47分00秒,新北市汐止區大同路1段 / 新北市汐止區樟樹一路,1,普通重型-機車;自用-小客車
109年02月12日 09時00分00秒,高雄市仁武區中正路 / 高雄市仁武區水管路3段,1,自用-曳引車;普通重型-機車
109年02月12日 14時59分00秒,高雄市燕巢區安北路安招26電桿號前0.0公尺,1,營業用-半聯結車;普通重型-機車
109年02月13日 07時03分00秒,臺南市安南區安吉路2段北側 / 臺南市安南區本原街2段,1,普通重型-機車;自用-小客車
109年02月13日 07時10分00秒,屏東縣萬丹鄉萬安村和平西路7號附近,1,普通重型-機車;自用-曳引車;普通重型-機車
109年02月13日 08時53分00秒,嘉義縣新港鄉月潭村媽祖大道與166線道口,1,營業用-曳引車;腳踏自行車-慢車
109年02月13日 12時17分00秒,臺中市后里區眉山里甲后路二段前0.0公尺,1,自用-小客車;普通重型-機車
109年02月13日 21時56分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,1,營業用-曳引車;消防車-特種車;乘客-人;乘客-人;乘客-人;乘客-人
109年02月14日 04時11分00秒,臺北市信義區忠孝東路5段297號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年02月14日 10時29分32秒,桃園市中壢區忠義里中華路二段189巷口附近,1,普通重型-機車;營業用-曳引車
109年02月14日 15時10分00秒,桃園市大溪區介壽路896號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);電動輔助自行車-慢車;自用-小客車;乘客-人
109年02月14日 16時05分00秒,高雄市楠梓區清平街17號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
109年02月14日 18時02分00秒,彰化縣田尾鄉睦宜村斗中路92-1號前0.0公尺,1,行人-人;普通重型-機車
109年02月14日 18時55分00秒,彰化縣永靖鄉福興村福竹巷前0.0公尺,1,普通重型-機車
109年02月15日 04時39分00秒,臺中市南屯區三義里黎明路二段前0.0公尺,1,計程車-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人
109年02月15日 09時40分00秒,新竹縣橫山鄉台3線 71公里800.0公尺處南側向內側,1,普通重型-機車;大型重型1(550C.C.以上)-機車
109年02月15日 14時37分00秒,高雄市美濃區成功路 / 高雄市美濃區成功路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年02月15日 16時35分00秒,臺中市龍井區忠和里向上路九段前0.0公尺,1,營業用-半聯結車;普通重型-機車
109年02月15日 19時57分00秒,高雄市大寮區華中南路 / 高雄市大寮區無名路,1,自用-小客車;普通重型-機車;乘客-人
109年02月16日 02時56分00秒,臺中市大肚區社腳里沙田路一段710巷前0.0公尺,1,自用-小貨車(含客、貨兩用)
109年02月16日 08時04分31秒,臺南市安定區海寮里省道臺19線前0.0公尺,1,普通重型-機車
109年02月17日 03時27分00秒,高雄市岡山區岡山北路186號前0.0公尺前,1,普通重型-機車
109年02月17日 06時05分00秒,臺中市東區干城里公園東路前0.0公尺,1,普通重型-機車;營業用-半聯結車
109年02月17日 08時24分00秒,嘉義市西區西平里永春二街 / 嘉義市西區西平里高鐵大道,1,普通重型-機車;自用-小客車
109年02月17日 15時28分00秒,彰化縣竹塘鄉民靖村竹林路2段237號前0.0公尺前,1,自用-大貨車;普通重型-機車;自用-小客車
109年02月17日 17時30分34秒,新竹縣新豐鄉中崙村5鄰198-3號旁,1,普通重型-機車;自用-小客車
109年02月17日 17時45分00秒,臺中市神岡區新庄里和睦路一段888號前0.0公尺,1,自用-小客車
109年02月17日 18時34分45秒,花蓮縣新城鄉台9線 174公里700.0公尺處北側向外側,1,電動自行車-慢車;自用-小客車
109年02月17日 19時55分00秒,新北市三峽區麻園路35之11號前0.0公尺,1,普通重型-機車;普通重型-機車
109年02月18日 03時48分00秒,臺東縣太麻里鄉台9線 377公里400.0公尺處南側向外側,1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年02月18日 10時37分00秒,花蓮縣玉里鎮源城里客城55號往南約50公尺處交岔路口,1,普通重型-機車;自用-小客車
109年02月18日 14時50分47秒,花蓮縣瑞穗鄉台9線 261公里500.0公尺處南側向機車優先道,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年02月18日 23時05分00秒,桃園市楊梅區民富路2段附近 / 桃園市楊梅區民富路2段附近,2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
109年02月18日 23時45分00秒,屏東縣屏東市廣勝路北側 / 屏東縣屏東市古松巷,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
109年02月19日 16時15分29秒,臺南市下營區仁里里環營南路2段口 / 臺南市下營區仁里街,1,普通重型-機車;營業用-大貨車
109年02月19日 20時20分00秒,高雄市岡山區嘉峰路2號前0.0公尺,1,自用-小客車;行人-人;乘客-人
109年02月20日 02時52分00秒,臺中市烏日區湖日里公園路新盛巷前0.0公尺,1,普通重型-機車;自用-大貨車
109年02月20日 03時12分00秒,屏東縣屏東市忠孝路前0.0公尺,1,普通重型-機車
109年02月20日 04時44分00秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市環市東路3段口,1,自用-小客車;普通重型-機車
109年02月20日 04時48分34秒,臺南市歸仁區六甲里凱旋路3段551號前0.0公尺,1,普通重型-機車
109年02月20日 08時30分00秒,屏東縣枋山鄉台1線452.7k北上車道(枋山大橋北端),1,普通重型-機車;自用-小客車
109年02月20日 12時20分00秒,宜蘭縣頭城鎮三和路540號前0.0公尺附近,1,普通重型-機車;普通重型-機車;大型重型2(250-550C.C.)-機車
109年02月20日 14時30分00秒,臺中市清水區高北里西濱快速道路前0.0公尺,1,自用-大貨車;大型重型2(250-550C.C.)-機車
109年02月20日 17時25分00秒,雲林縣大埤鄉大埤路398號,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年02月21日 06時15分00秒,新北市新莊區中正路前0.0公尺,1,普通重型-機車
109年02月21日 07時15分00秒,臺北市南港區忠孝東路6段84號前0.0公尺,1,普通重型-機車
109年02月21日 15時05分00秒,臺東縣東河鄉台11線 148公里300.0公尺處南側,1,普通重型-機車
109年02月21日 20時27分00秒,高雄市三民區九如二路 / 高雄市三民區山東街,1,普通重型-機車;普通重型-機車
109年02月21日 21時00分00秒,基隆市仁愛區港西街火車站北站,1,行人-人;民營客運-大客車
109年02月21日 22時33分00秒,桃園市龜山區振興路396號前0.0公尺,1,普通重型-機車
109年02月22日 02時32分16秒,高雄市田寮區國道3號 371公里100.0公尺處北側向中線,1,自用-小客車;自用-小客車;其他人-人;營業用-大貨車;自用-小客車;乘客-人;乘客-人
109年02月22日 02時56分00秒,屏東縣內埔鄉大新村大新路462號前,1,普通重型-機車
109年02月22日 04時36分00秒,臺中市東區進化路前0.0公尺,1,自用-小客車;普通重型-機車
109年02月22日 11時30分00秒,嘉義市西區育英里國華街 / 嘉義市西區育英里永安街,1,行人-人;普通重型-機車
109年02月22日 15時26分25秒,桃園市蘆竹區海山路1段235號前0.0公尺,1,行人-人;營業用-曳引車
109年02月22日 17時41分18秒,宜蘭縣冬山鄉冬山路2段西側 / 宜蘭縣冬山鄉吉祥路南側,1,自用-小客車;普通重型-機車
109年02月22日 19時48分00秒,臺東縣成功鎮台11線 109公里600.0公尺處南側向外側,1,普通重型-機車
109年02月23日 00時23分00秒,臺中市大安區頂安里中山北路289號前0.0公尺,1,普通重型-機車
109年02月23日 13時28分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區內湖路1段,1,自用-小客車;普通重型-機車;乘客-人
109年02月23日 13時40分00秒,苗栗縣三灣鄉台3線 103公里南側向外側,1,普通重型-機車
109年02月23日 22時37分00秒,新北市萬里區瑪鋉路 / 新北市萬里區台2線,1,行人-人;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車
109年02月24日 01時56分00秒,彰化縣永靖鄉瑚璉村東興路260弄20號前0.0公尺,1,普通重型-機車
109年02月24日 02時10分00秒,高雄市茄萣區白砂路418號前0.0公尺,1,普通重型-機車
109年02月24日 11時36分00秒,嘉義縣中埔鄉沄水村台三線297公里900公尺處(幽谷橋),1,普通重型-機車
109年02月24日 14時50分13秒,屏東縣內埔鄉東勢村科大路一段168號,1,普通重型-機車
109年02月24日 16時38分00秒,苗栗縣頭屋鄉苗22線6公里處,1,拼裝車-其他車
109年02月25日 04時23分32秒,臺中市烏日區國道1號 187公里200.0公尺處南側向外側,1,營業用-大貨車;營業用-全聯結車;乘客-人
109年02月25日 07時45分00秒,臺東縣臺東市漢陽北路西側 / 臺東縣臺東市衡陽路,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
109年02月25日 08時18分00秒,臺中市烏日區湖日里台74線快速公路前0.0公尺,1,遊覽車-大客車;自用-小客車;營業用-曳引車;乘客-人;乘客-人
109年02月25日 09時20分02秒,嘉義縣布袋鎮貴舍里157線40.2公里處,1,普通重型-機車
109年02月25日 18時35分00秒,高雄市左營區中華一路 / 高雄市左營區翠華路,1,行人-人;自用-小貨車(含客、貨兩用)
109年02月25日 21時52分00秒,桃園市龍潭區福龍路二段口 / 桃園市龍潭區福龍路二段口,1,自用-小客車;普通重型-機車
109年02月25日 22時04分00秒,新竹市北區經國路二段北側 / 新竹市北區延平路一段,1,自用-小客車;普通重型-機車
109年02月26日 12時58分00秒,新北市淡水區淡金路1段 / 新北市淡水區水源街2段,1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
109年02月26日 15時42分00秒,臺中市霧峰區吉峰里中正路前0.0公尺,1,自用-小客車;普通重型-機車
109年02月26日 20時16分00秒,金門縣金湖鎮伯玉路四段1148號路燈桿,1,普通重型-機車;行人-人
109年02月26日 20時58分00秒,宜蘭縣三星鄉大洲原路107號前0.0公尺附近,1,普通重型-機車
109年02月26日 22時10分00秒,桃園市新屋區後湖里中山西路1段78號前0.0公尺,1,行人-人;自用-小貨車(含客、貨兩用);自用-小客車
